"Site","Mark","Individual","Orientation","Altitude","Plot","ID","Site_Plot","Date","Days","Emergence","Emergence.overall"
"NU2","E12","i","N","U","E","NU2 E12 i","NU2 E",2018-06-29,89,1,TRUE
"NU2","E13","d","N","U","E","NU2 E13 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E13","i","N","U","E","NU2 E13 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E14","d","N","U","E","NU2 E14 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E14","i","N","U","E","NU2 E14 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E15","d","N","U","E","NU2 E15 d","NU2 E",2018-06-29,89,1,TRUE
"NU2","E15","i","N","U","E","NU2 E15 i","NU2 E",2018-06-29,89,1,TRUE
"NU2","E16","d","N","U","E","NU2 E16 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E16","i","N","U","E","NU2 E16 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E17","d","N","U","E","NU2 E17 d","NU2 E",2018-05-24,53,1,TRUE
"NU2","E17","i","N","U","E","NU2 E17 i","NU2 E",2018-05-24,53,1,TRUE
"NU2","E18","d","N","U","E","NU2 E18 d","NU2 E",2018-06-29,89,1,TRUE
"NU2","E18","i","N","U","E","NU2 E18 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E19","d","N","U","E","NU2 E19 d","NU2 E",2018-08-17,138,1,TRUE
"NU2","E19","i","N","U","E","NU2 E19 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E20","d","N","U","E","NU2 E20 d","NU2 E",2018-05-24,53,1,TRUE
"NU2","E20","i","N","U","E","NU2 E20 i","NU2 E",2019-01-15,289,0,FALSE
"SD1","A01","d","S","D","A","SD1 A01 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A01","i","S","D","A","SD1 A01 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A02","d","S","D","A","SD1 A02 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A02","i","S","D","A","SD1 A02 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A03","d","S","D","A","SD1 A03 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A03","i","S","D","A","SD1 A03 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A04","d","S","D","A","SD1 A04 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A04","i","S","D","A","SD1 A04 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A05","d","S","D","A","SD1 A05 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A05","i","S","D","A","SD1 A05 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A06","d","S","D","A","SD1 A06 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A06","i","S","D","A","SD1 A06 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A07","d","S","D","A","SD1 A07 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A07","i","S","D","A","SD1 A07 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A08","d","S","D","A","SD1 A08 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A08","i","S","D","A","SD1 A08 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A09","d","S","D","A","SD1 A09 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A09","i","S","D","A","SD1 A09 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A10","d","S","D","A","SD1 A10 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A10","i","S","D","A","SD1 A10 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A11","d","S","D","A","SD1 A11 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A11","i","S","D","A","SD1 A11 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A12","d","S","D","A","SD1 A12 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A12","i","S","D","A","SD1 A12 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A13","d","S","D","A","SD1 A13 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A13","i","S","D","A","SD1 A13 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A14","d","S","D","A","SD1 A14 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A14","i","S","D","A","SD1 A14 i","SD1 A",2018-11-08,221,1,TRUE
"SD1","A15","d","S","D","A","SD1 A15 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A15","i","S","D","A","SD1 A15 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A16","d","S","D","A","SD1 A16 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A16","i","S","D","A","SD1 A16 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A17","d","S","D","A","SD1 A17 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A17","i","S","D","A","SD1 A17 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A18","d","S","D","A","SD1 A18 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A18","i","S","D","A","SD1 A18 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A19","d","S","D","A","SD1 A19 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A19","i","S","D","A","SD1 A19 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","A20","d","S","D","A","SD1 A20 d","SD1 A",2019-01-28,302,0,FALSE
"SD1","A20","i","S","D","A","SD1 A20 i","SD1 A",2019-01-28,302,0,FALSE
"SD1","B01","d","S","D","B","SD1 B01 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B01","i","S","D","B","SD1 B01 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B02","d","S","D","B","SD1 B02 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B02","i","S","D","B","SD1 B02 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B03","d","S","D","B","SD1 B03 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B03","i","S","D","B","SD1 B03 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B04","d","S","D","B","SD1 B04 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B04","i","S","D","B","SD1 B04 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B05","d","S","D","B","SD1 B05 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B05","i","S","D","B","SD1 B05 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B06","d","S","D","B","SD1 B06 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B06","i","S","D","B","SD1 B06 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B07","d","S","D","B","SD1 B07 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B07","i","S","D","B","SD1 B07 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B08","d","S","D","B","SD1 B08 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B08","i","S","D","B","SD1 B08 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B09","d","S","D","B","SD1 B09 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B09","i","S","D","B","SD1 B09 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B10","d","S","D","B","SD1 B10 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B10","i","S","D","B","SD1 B10 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B11","d","S","D","B","SD1 B11 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B11","i","S","D","B","SD1 B11 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B12","d","S","D","B","SD1 B12 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B12","i","S","D","B","SD1 B12 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B13","d","S","D","B","SD1 B13 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B13","i","S","D","B","SD1 B13 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B14","d","S","D","B","SD1 B14 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B14","i","S","D","B","SD1 B14 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B15","d","S","D","B","SD1 B15 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B15","i","S","D","B","SD1 B15 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B16","d","S","D","B","SD1 B16 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B16","i","S","D","B","SD1 B16 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B17","d","S","D","B","SD1 B17 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B17","i","S","D","B","SD1 B17 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B18","d","S","D","B","SD1 B18 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B18","i","S","D","B","SD1 B18 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B19","d","S","D","B","SD1 B19 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B19","i","S","D","B","SD1 B19 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","B20","d","S","D","B","SD1 B20 d","SD1 B",2019-01-28,302,0,FALSE
"SD1","B20","i","S","D","B","SD1 B20 i","SD1 B",2019-01-28,302,0,FALSE
"SD1","C01","d","S","D","C","SD1 C01 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C01","i","S","D","C","SD1 C01 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C02","d","S","D","C","SD1 C02 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C02","i","S","D","C","SD1 C02 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C03","d","S","D","C","SD1 C03 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C03","i","S","D","C","SD1 C03 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C04","d","S","D","C","SD1 C04 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C04","i","S","D","C","SD1 C04 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C05","d","S","D","C","SD1 C05 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C05","i","S","D","C","SD1 C05 i","SD1 C",2018-11-08,221,1,TRUE
"SD1","C06","d","S","D","C","SD1 C06 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C06","i","S","D","C","SD1 C06 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C07","d","S","D","C","SD1 C07 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C07","i","S","D","C","SD1 C07 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C08","d","S","D","C","SD1 C08 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C08","i","S","D","C","SD1 C08 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C09","d","S","D","C","SD1 C09 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C09","i","S","D","C","SD1 C09 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C10","d","S","D","C","SD1 C10 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C10","i","S","D","C","SD1 C10 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C11","d","S","D","C","SD1 C11 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C11","i","S","D","C","SD1 C11 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C12","d","S","D","C","SD1 C12 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C12","i","S","D","C","SD1 C12 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C13","d","S","D","C","SD1 C13 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C13","i","S","D","C","SD1 C13 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C14","d","S","D","C","SD1 C14 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C14","i","S","D","C","SD1 C14 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C15","d","S","D","C","SD1 C15 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C15","i","S","D","C","SD1 C15 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C16","d","S","D","C","SD1 C16 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C16","i","S","D","C","SD1 C16 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C17","d","S","D","C","SD1 C17 d","SD1 C",2018-05-22,51,1,TRUE
"SD1","C17","i","S","D","C","SD1 C17 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C18","d","S","D","C","SD1 C18 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C18","i","S","D","C","SD1 C18 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C19","d","S","D","C","SD1 C19 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C19","i","S","D","C","SD1 C19 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","C20","d","S","D","C","SD1 C20 d","SD1 C",2019-01-28,302,0,FALSE
"SD1","C20","i","S","D","C","SD1 C20 i","SD1 C",2019-01-28,302,0,FALSE
"SD1","D01","d","S","D","D","SD1 D01 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D01","i","S","D","D","SD1 D01 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D02","d","S","D","D","SD1 D02 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D02","i","S","D","D","SD1 D02 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D03","d","S","D","D","SD1 D03 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D03","i","S","D","D","SD1 D03 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D04","d","S","D","D","SD1 D04 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D04","i","S","D","D","SD1 D04 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D05","d","S","D","D","SD1 D05 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D05","i","S","D","D","SD1 D05 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D06","d","S","D","D","SD1 D06 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D06","i","S","D","D","SD1 D06 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D07","d","S","D","D","SD1 D07 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D07","i","S","D","D","SD1 D07 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D08","d","S","D","D","SD1 D08 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D08","i","S","D","D","SD1 D08 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D09","d","S","D","D","SD1 D09 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D09","i","S","D","D","SD1 D09 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D10","d","S","D","D","SD1 D10 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D10","i","S","D","D","SD1 D10 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D11","d","S","D","D","SD1 D11 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D11","i","S","D","D","SD1 D11 i","SD1 D",2018-11-08,221,1,TRUE
"SD1","D12","d","S","D","D","SD1 D12 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D12","i","S","D","D","SD1 D12 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D13","d","S","D","D","SD1 D13 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D13","i","S","D","D","SD1 D13 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D14","d","S","D","D","SD1 D14 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D14","i","S","D","D","SD1 D14 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D15","d","S","D","D","SD1 D15 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D15","i","S","D","D","SD1 D15 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D16","d","S","D","D","SD1 D16 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D16","i","S","D","D","SD1 D16 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D17","d","S","D","D","SD1 D17 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D17","i","S","D","D","SD1 D17 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D18","d","S","D","D","SD1 D18 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D18","i","S","D","D","SD1 D18 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D19","d","S","D","D","SD1 D19 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D19","i","S","D","D","SD1 D19 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","D20","d","S","D","D","SD1 D20 d","SD1 D",2019-01-28,302,0,FALSE
"SD1","D20","i","S","D","D","SD1 D20 i","SD1 D",2019-01-28,302,0,FALSE
"SD1","E01","d","S","D","E","SD1 E01 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E01","i","S","D","E","SD1 E01 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E02","d","S","D","E","SD1 E02 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E02","i","S","D","E","SD1 E02 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E03","d","S","D","E","SD1 E03 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E03","i","S","D","E","SD1 E03 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E04","d","S","D","E","SD1 E04 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E04","i","S","D","E","SD1 E04 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E05","d","S","D","E","SD1 E05 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E05","i","S","D","E","SD1 E05 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E06","d","S","D","E","SD1 E06 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E06","i","S","D","E","SD1 E06 i","SD1 E",2018-11-08,221,1,TRUE
"SD1","E07","d","S","D","E","SD1 E07 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E07","i","S","D","E","SD1 E07 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E08","d","S","D","E","SD1 E08 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E08","i","S","D","E","SD1 E08 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E09","d","S","D","E","SD1 E09 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E09","i","S","D","E","SD1 E09 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E10","d","S","D","E","SD1 E10 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E10","i","S","D","E","SD1 E10 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E11","d","S","D","E","SD1 E11 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E11","i","S","D","E","SD1 E11 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E12","d","S","D","E","SD1 E12 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E12","i","S","D","E","SD1 E12 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E13","d","S","D","E","SD1 E13 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E13","i","S","D","E","SD1 E13 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E14","d","S","D","E","SD1 E14 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E14","i","S","D","E","SD1 E14 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E15","d","S","D","E","SD1 E15 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E15","i","S","D","E","SD1 E15 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E16","d","S","D","E","SD1 E16 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E16","i","S","D","E","SD1 E16 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E17","d","S","D","E","SD1 E17 d","SD1 E",2018-11-23,236,1,TRUE
"SD1","E17","i","S","D","E","SD1 E17 i","SD1 E",2018-11-23,236,1,TRUE
"SD1","E18","d","S","D","E","SD1 E18 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E18","i","S","D","E","SD1 E18 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E19","d","S","D","E","SD1 E19 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E19","i","S","D","E","SD1 E19 i","SD1 E",2019-01-28,302,0,FALSE
"SD1","E20","d","S","D","E","SD1 E20 d","SD1 E",2019-01-28,302,0,FALSE
"SD1","E20","i","S","D","E","SD1 E20 i","SD1 E",2019-01-28,302,0,FALSE
"SD2","A01","d","S","D","A","SD2 A01 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A01","i","S","D","A","SD2 A01 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A02","d","S","D","A","SD2 A02 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A02","i","S","D","A","SD2 A02 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A03","d","S","D","A","SD2 A03 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A03","i","S","D","A","SD2 A03 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A04","d","S","D","A","SD2 A04 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A04","i","S","D","A","SD2 A04 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A05","d","S","D","A","SD2 A05 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A05","i","S","D","A","SD2 A05 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A06","d","S","D","A","SD2 A06 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A06","i","S","D","A","SD2 A06 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A07","d","S","D","A","SD2 A07 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A07","i","S","D","A","SD2 A07 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A08","d","S","D","A","SD2 A08 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A08","i","S","D","A","SD2 A08 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A09","d","S","D","A","SD2 A09 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A09","i","S","D","A","SD2 A09 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A10","d","S","D","A","SD2 A10 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A10","i","S","D","A","SD2 A10 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A11","d","S","D","A","SD2 A11 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A11","i","S","D","A","SD2 A11 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A12","d","S","D","A","SD2 A12 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A12","i","S","D","A","SD2 A12 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A13","d","S","D","A","SD2 A13 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A13","i","S","D","A","SD2 A13 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A14","d","S","D","A","SD2 A14 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A14","i","S","D","A","SD2 A14 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A15","d","S","D","A","SD2 A15 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A15","i","S","D","A","SD2 A15 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A16","d","S","D","A","SD2 A16 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A16","i","S","D","A","SD2 A16 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A17","d","S","D","A","SD2 A17 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A17","i","S","D","A","SD2 A17 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A18","d","S","D","A","SD2 A18 d","SD2 A",2018-06-22,82,1,TRUE
"SD2","A18","i","S","D","A","SD2 A18 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A19","d","S","D","A","SD2 A19 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A19","i","S","D","A","SD2 A19 i","SD2 A",2019-01-28,302,0,FALSE
"SD2","A20","d","S","D","A","SD2 A20 d","SD2 A",2019-01-28,302,0,FALSE
"SD2","A20","i","S","D","A","SD2 A20 i","SD2 A",2018-06-22,82,1,TRUE
"SD2","B01","d","S","D","B","SD2 B01 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B01","i","S","D","B","SD2 B01 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B02","d","S","D","B","SD2 B02 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B02","i","S","D","B","SD2 B02 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B03","d","S","D","B","SD2 B03 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B03","i","S","D","B","SD2 B03 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B04","d","S","D","B","SD2 B04 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B04","i","S","D","B","SD2 B04 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B05","d","S","D","B","SD2 B05 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B05","i","S","D","B","SD2 B05 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B06","d","S","D","B","SD2 B06 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B06","i","S","D","B","SD2 B06 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B07","d","S","D","B","SD2 B07 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B07","i","S","D","B","SD2 B07 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B08","d","S","D","B","SD2 B08 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B08","i","S","D","B","SD2 B08 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B09","d","S","D","B","SD2 B09 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B09","i","S","D","B","SD2 B09 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B10","d","S","D","B","SD2 B10 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B10","i","S","D","B","SD2 B10 i","SD2 B",2018-11-08,221,1,TRUE
"SD2","B11","d","S","D","B","SD2 B11 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B11","i","S","D","B","SD2 B11 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B12","d","S","D","B","SD2 B12 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B12","i","S","D","B","SD2 B12 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B13","d","S","D","B","SD2 B13 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B13","i","S","D","B","SD2 B13 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B14","d","S","D","B","SD2 B14 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B14","i","S","D","B","SD2 B14 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B15","d","S","D","B","SD2 B15 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B15","i","S","D","B","SD2 B15 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B16","d","S","D","B","SD2 B16 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B16","i","S","D","B","SD2 B16 i","SD2 B",2018-11-08,221,1,TRUE
"SD2","B17","d","S","D","B","SD2 B17 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B17","i","S","D","B","SD2 B17 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B18","d","S","D","B","SD2 B18 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B18","i","S","D","B","SD2 B18 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B19","d","S","D","B","SD2 B19 d","SD2 B",2019-01-28,302,0,FALSE
"SD2","B19","i","S","D","B","SD2 B19 i","SD2 B",2019-01-28,302,0,FALSE
"SD2","B20","d","S","D","B","SD2 B20 d","SD2 B",2019-01-28,302,0,FALSE
